NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
323113,Commercial Screen Printing ,Comic books screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Commercial screen printing (except books, manifold business forms, grey goods)",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Databases screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Directories screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Discount coupon books screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Financial magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Globe covers and maps screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Greeting cards (e.g., birthday, holiday, sympathy) screen printing without publishing",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Guides, street map, screen printing without publishing",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Job printing, screen",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Juvenile magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Maps screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Music, sheet, screen printing without publishing",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Newsletters screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Newspapers screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Patterns and plans (e.g., clothing patterns) screen printing without publishing",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Postcards screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Posters screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Print shops, screen",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Printing, screen (except books, manifold business forms, grey goods)",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Professional magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Racetrack programs screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Racing forms screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Radio guides screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Radio schedules screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Religious magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Scholarly journals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Scholastic magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Screen printing (except books, manifold business forms, grey goods)",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Screen printing apparel and textile products (e.g., caps, napkins, placemats, T-shirts, towels) (except grey goods and T-shirt shops)",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Screen printing textile banners,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Sheet music screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Shipping registers screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,"Stationery, screen printing, on a job-order basis",Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Technical magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Telephone directories screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Television guides screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Trade journals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Trade magazines and periodicals screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323113,Commercial Screen Printing ,Yearbooks screen printing without publishing,Screen printing,Screen printing,Printer & Publishers,N,N,Y,Y,32311300_51511200_00000000
323117,Books Printing ,Almanacs printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Almanacs printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Dictionaries printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Dictionaries printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Encyclopedias printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Encyclopedias printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Fiction books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Fiction books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Music books printing or printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Nonfiction books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Nonfiction books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Pamphlets printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Pamphlets printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Printing and binding books without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Printing books without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Professional books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Professional books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Religious books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Religious books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,School books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,School books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Technical manuals and papers (books) printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Technical manuals and papers (books) printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Textbooks printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Textbooks printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Travel guide books printing and binding without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323117,Books Printing ,Travel guide books printing without publishing,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323120,Support Activities for Printing,Almanac binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Bookbinding shops,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Bookbinding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Color separation services, for the printing trade",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Dictionary binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Electronic prepress services for the printing trade,Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Electrotype plate preparation services,Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Embossing plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Encyclopedia binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Engraving printing plate, for the printing trade",Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Fiction bookbinding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Flexographic plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Gold stamping books for the trade,Book Printing,Book Printing,Printer & Publishers,N,N,Y,Y,32311700_51511200_00000000
323120,Support Activities for Printing,Gravure plate and cylinder preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,"Imagesetting services, prepress",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Letterpress plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Lithographic plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Nonfiction bookbinding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Offset plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Pamphlet binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Photocomposition services, for the printing trade",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Photoengraving plate preparation services,Photo Engraving,Photo Engraving,Printer & Publishers,N,N,Y,Y,32312000_51511100_02000000
323120,Support Activities for Printing,Phototypesetting services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,"Postpress services (e.g., beveling, bronzing, folding, gluing, edging, foil stamping, gilding) on printed materials",Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,"Prepress printing services (e.g., color separation, imagesetting, photocomposition, typesetting)",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Printing plate preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,"Printing postpress services (e.g., beveling, bronzing, folding, gluing, edging, foil stamping) to printed products (e.g., books, cards, paper)",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,"Printing prepress services (e.g., color separation, imagesetting, photocomposition, typesetting)",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Professional bookbinding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Rebinding books, magazines, or pamphlets",Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Religious bookbinding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Repairing books,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Rotogravure printing plates and cylinders preparation services,Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,Samples mounting,Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,School textbooks binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Screen for printing, preparation services",Printing Support Activities,Printing Support Activities,Printer & Publishers,N,N,Y,Y,32312000_51511200_00000000
323120,Support Activities for Printing,"Swatches and samples, mounting for the trade",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
323120,Support Activities for Printing,Technical manual paper (books) binding without printing,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,Trade binding services,Bookbinding & Related Work,Bookbinding & Related Work,Printer & Publishers,N,N,Y,Y,32312000_51511300_00000000
323120,Support Activities for Printing,"Typesetting (i.e., computer controlled, hand, machine)",Commercial Printing - Prepress Services,Commercial Printing - Prepress Services,Printer & Publishers,N,N,Y,Y,32312000_51511100_01000000
334519,Other Measuring and Controlling Device Manufacturing ,Clocks assembling,Clock making and repair,Clock making and repair,Small Contractors,N,Y,N,Y,81149000_49906400_00000000
334519,Other Measuring and Controlling Device Manufacturing ,Clocks assembling from purchased components,Clock making and repair,Clock making and repair,Small Contractors,N,Y,N,Y,81149000_49906400_00000000
339116,Dental Laboratories ,"Bridges, custom made in dental laboratories",Dental Laboratories,Dental Laboratories,Medical & Dental Offices,N,N,Y,Y,33911600_29201100_00000000
339116,Dental Laboratories ,Dental laboratories,Dental Laboratories,Dental Laboratories,Medical & Dental Offices,N,N,Y,Y,33911600_29201100_00000000
339116,Dental Laboratories ,"Dentures, custom made in dental laboratories",Dental Laboratories,Dental Laboratories,Medical & Dental Offices,N,N,Y,Y,33911600_29201100_00000000
339116,Dental Laboratories ,"Orthodontic appliance, custom made in dental laboratories",Dental Laboratories,Dental Laboratories,Medical & Dental Offices,N,N,Y,Y,33911600_29201100_00000000
339116,Dental Laboratories ,"Teeth, custom made in dental laboratories",Dental Laboratories,Dental Laboratories,Medical & Dental Offices,N,N,Y,Y,33911600_29201100_00000000
441330,Automotive Parts and Accessories Retailers ,Auto supply stores,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,Automobile parts dealers,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,Automotive audio equipment stores,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,Automotive parts and supply stores,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,"Automotive parts dealers, used",Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,"Batteries, automotive, dealers",Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,"Parts and accessories dealers, automotive",Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,"Stereo stores, automotive",Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,Truck cap stores,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441330,Automotive Parts and Accessories Retailers ,Used automotive parts stores,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441340,Tire Dealers ,Automotive tire dealers,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441340,Tire Dealers ,"Tire dealers, automotive",Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441340,Tire Dealers ,Truck tires and tubes dealers (except heavy truck),Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441340,Tire Dealers ,Used automotive tire dealers,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
441340,Tire Dealers ,Used tire dealers,Automotive Parts & Accessories Stores,Automotive Parts & Accessories Stores,Retail,N,N,N,Y,44131000_11101100_00000000
444120,Paint and Wallpaper Retailers ,Paint stores,Paint & Wallpaper Stores,Paint & Wallpaper Stores,Retail,N,N,Y,Y,44412000_11101100_00000000
444120,Paint and Wallpaper Retailers ,Wallpaper and wall coverings stores,Paint & Wallpaper Stores,Paint & Wallpaper Stores,Retail,N,N,Y,Y,44412000_11101100_00000000
444140,Hardware Retailers ,"Handtools, power-driven, stores",Hardware Store,Hardware Store,Retail,N,N,Y,Y,44413000_11101100_00000000
444140,Hardware Retailers ,Hardware stores,Hardware Store,Hardware Store,Retail,N,N,Y,Y,44413000_11101100_00000000
444140,Hardware Retailers ,"Tool stores, power and hand (except outdoor)",Hardware Store,Hardware Store,Retail,N,N,Y,Y,44413000_11101100_00000000
444180,Other Building Material Dealers ,Ceiling fan stores,Furniture  & Fixture Stores,Furniture  & Fixture Stores,Retail,N,N,Y,Y,44211000_11101100_00000001
444180,Other Building Material Dealers ,Ceramic tile stores,Floor Covering Stores,Floor Covering Stores,Retail,N,N,Y,Y,44221000_11101100_00000000
444180,Other Building Material Dealers ,"Floor covering stores, hardwood or ceramic tile only",Floor Covering Stores,Floor Covering Stores,Retail,N,N,Y,Y,44221000_11101100_00000000
444180,Other Building Material Dealers ,Hardwood flooring dealers,Floor Covering Stores,Floor Covering Stores,Retail,N,N,Y,Y,44221000_11101100_00000000
444180,Other Building Material Dealers ,Lighting fixture (except electric lamps) stores,Lamps & Lighting Fixtures Stores,Lamps & Lighting Fixtures Stores,Retail,N,N,Y,Y,44229900_11101100_00000010
444180,Other Building Material Dealers ,"Tile stores, ceramic",Floor Covering Stores,Floor Covering Stores,Retail,N,N,Y,Y,44221000_11101100_00000000
444230,Outdoor Power Equipment Retailers ,Garden power equipment stores,Lawn & Garden Equipment Stores,Lawn & Garden Equipment Stores,Retail,N,N,Y,Y,44422000_11101100_00000001
444230,Outdoor Power Equipment Retailers ,Lawn power equipment stores,Lawn & Garden Equipment Stores,Lawn & Garden Equipment Stores,Retail,N,N,Y,Y,44422000_11101100_00000001
444230,Outdoor Power Equipment Retailers ,"Power equipment stores, outdoor",Lawn & Garden Equipment Stores,Lawn & Garden Equipment Stores,Retail,N,N,Y,Y,44422000_11101100_00000001
444240,"Nursery, Garden Center, and Farm Supply Retailers ","Christmas trees, cut, direct selling",Nursery & Garden Centers - Retail,Nursery & Garden Centers - Retail,Retail,N,N,Y,Y,44422000_11101100_00000002
444240,"Nursery, Garden Center, and Farm Supply Retailers ",Garden centers,Nursery & Garden Centers - Retail,Nursery & Garden Centers - Retail,Retail,N,N,Y,Y,44422000_11101100_00000002
444240,"Nursery, Garden Center, and Farm Supply Retailers ",Lawn supply stores,Lawn & Garden Equipment Stores,Lawn & Garden Equipment Stores,Retail,N,N,Y,Y,44422000_11101100_00000001
444240,"Nursery, Garden Center, and Farm Supply Retailers ","Nurseries, retail, stock primarily grown off premises",Nursery & Garden Centers - Retail,Nursery & Garden Centers - Retail,Retail,N,N,Y,Y,44422000_11101100_00000002
444240,"Nursery, Garden Center, and Farm Supply Retailers ",Nursery and garden centers without tree production,Nursery & Garden Centers - Retail,Nursery & Garden Centers - Retail,Retail,N,N,Y,Y,44422000_11101100_00000002
445230,Fruit and Vegetable Retailers ,"Fruit and vegetable stands, permanent",Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,Fruit markets,Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,"Fruit stands, permanent",Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,"Fruit stands, temporary",Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,Produce markets,Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,"Produce stands, permanent",Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,"Produce stands, temporary",Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445230,Fruit and Vegetable Retailers ,Vegetable markets,Fruit & Vegetable Markets,Fruit & Vegetable Markets,Retail,N,N,N,Y,44522000_11101100_00000000
445240,Meat Retailers ,Baked ham stores,Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
445240,Meat Retailers ,"Delicatessens (except grocery store, restaurants)",Delis and Delicatessens,Delis and Delicatessens,Restaurant & Food Service,N,N,Y,Y,72251300_11101100_01000000
445291,Baked Goods Retailers ,Baked goods (not made on premises) stores,Bakery shops,Bakery shops,Restaurant & Food Service,N,N,Y,Y,72251300_51301100_00000000
445292,Confectionery and Nut Retailers ,"Candy stores, packaged, retailing only",Candy & Confectionery Stores,Candy & Confectionery Stores,Retail,N,N,Y,Y,44529200_11101100_00000001
445292,Confectionery and Nut Retailers ,"Confectionery stores, packaged, retailing only",Candy & Confectionery Stores,Candy & Confectionery Stores,Retail,N,N,Y,Y,44529200_11101100_00000001
445292,Confectionery and Nut Retailers ,"Nut (i.e., packaged) stores",Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
445298,All Other Specialty Food Retailers ,"Coffee and tea (i.e., packaged) stores",Coffee & Tea Stores,Coffee & Tea Stores,Retail,N,N,Y,Y,44529900_11101100_00000004
445298,All Other Specialty Food Retailers ,Dairy product stores,"Dairy, Eggs, & Ice Cream Stores","Dairy, Eggs, & Ice Cream Stores",Retail,N,N,N,Y,44529900_11101100_00000005
445298,All Other Specialty Food Retailers ,Fix-and-freeze meal stores,Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
445298,All Other Specialty Food Retailers ,Gourmet food stores,Gourmet Food Stores,Gourmet Food Stores,Retail,N,N,Y,Y,44529900_11101100_00000006
445298,All Other Specialty Food Retailers ,"Ice cream (i.e., packaged) stores","Dairy, Eggs, & Ice Cream Stores","Dairy, Eggs, & Ice Cream Stores",Retail,N,N,N,Y,44529900_11101100_00000005
445298,All Other Specialty Food Retailers ,Meal assembly retailers,Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
445298,All Other Specialty Food Retailers ,"Soft drink stores, bottled",Beverage Stores - Soft Drinks,Beverage Stores - Soft Drinks,Retail,N,N,Y,Y,44529900_11101100_00000001
445298,All Other Specialty Food Retailers ,Specialty food stores,Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
445298,All Other Specialty Food Retailers ,Spice stores,Spice Shops,Spice Shops,Retail,N,N,N,Y,44529900_11101100_00000007
445298,All Other Specialty Food Retailers ,Take-and-bake meal stores,Specialty Food Stores,Specialty Food Stores,Retail,N,N,N,Y,45111000_11101100_00000000
